node_hidden,edge_hidden,time_emb_size,class_emb_size,n_layers,lambda_eloss,no_atom_weight,dbl_weight,tpl_weight,ne_weight,no_atom_bias,dbl_bias,tpl_bias,ne_bias,learning_rate,weight_decay
32,32,32,32,2,0.6832786725421781,0.03989882730457933,0.7314903337371353,0.06019259300646429,0.8666797806589865,-1.2885783581706964,-1.0496140621044328,-3.4406203535211457,0.0523653350120509,0.000618416816619304,0.0005236533501205096
