,n_hidden_layers,hid_chan_size_1,hid_chan_size_2,hid_chan_size_3,hid_chan_size_4,hid_chan_size_5,hid_chan_size_6,hid_chan_size_7,conv_kernel_size,pool_kernel_size,pool_stride_size,pool_pad_size_1,pool_pad_size_2,pool_pad_size_3,pool_pad_size_4,pool_pad_size_5,pool_pad_size_6,pool_pad_size_7,tconv_kernel_size,u_act_fun,learning_rate,optim_fun,gamma,time_emb_size,class_emb_size,f_act_fun
0,5,64,32,2,2,4,8,1024,3,2,2,0,0,0,0,1,0,0,3,silu,0.0045159101729548064,adam,0.9662516725908197,204,845,gelu
