node_hidden,edge_hidden,emb_size,n_layers,lambda_eloss,no_atom_weight,dbl_weight,tpl_weight,ne_weight,atom_count_weight,isolate_weight,valence_weight,cond_drop_prob,dbl_bias,tpl_bias,ne_bias,rate_exit_cap,node_scale,edge_scale,cfg_scale,target_atoms,learning_rate,ca_heads
96,96,8,5,1.860329090466339,1.2,1.1477092965394595,0.20011683593805535,2.1923821713020906,2.944356881361851,1.0692685311132408,5.222304020138236,0.25,0.1765714009735717,-0.7048602016145178,0.30821122118122285,0.3989180603230494,0.9782838459736246,0.8991353345788563,1.3241059381298226,21,0.0029775203565228932,2
